Shipment_ID,Order_ID,Customer_ID,Product_ID,Origin_Country,Destination_Country,Transport_Mode,Carrier,Order_Date,Shipping_Date,Planned_Arrival_Date,Actual_Arrival_Date,Delay_Days,Delay_Status,Delay_Reason,Shipment_Value,Priority_Level,Route
100158,203495,6699,2,South Africa,Brazil,Road,FedEx,2023-08-30,2023-09-03,2023-09-10,2023-09-10,0,On-Time,,28743.54,High,South Africa → Brazil
100159,241770,8812,4,Netherlands,India,Road,Cargo Carriers,2023-12-10,2023-12-12,2023-12-21,2023-12-25,4,Delayed,Weather,22229.08,Medium,Netherlands → India
100160,291235,8404,5,UK,Netherlands,Road,FedEx,2024-04-04,2024-04-09,2024-04-14,2024-04-14,0,On-Time,,68033.45,High,UK → Netherlands
100161,233544,5883,5,Brazil,China,Road,Cargo Carriers,2024-06-24,2024-06-28,2024-07-06,2024-07-11,5,Delayed,Port Congestion,18585.38,High,Brazil → China
100162,206258,5976,14,Brazil,UK,Road,FedEx,2023-03-06,2023-03-07,2023-03-27,2023-04-02,6,Delayed,Carrier Issues,40667.98,Low,Brazil → UK
100163,267551,7355,8,UK,South Africa,Air,Qatar Airways (QR),2024-03-15,2024-03-16,2024-04-01,2024-04-01,0,On-Time,,18801.75,Medium,UK → South Africa
100164,224551,7721,3,India,UK,Sea,Maersk,2024-06-22,2024-06-27,2024-07-02,2024-07-13,11,Delayed,Documentation Issues,65626.53,High,India → UK
100165,283318,6584,12,Germany,South Africa,Road,DHL,2024-01-01,2024-01-02,2024-01-18,2024-01-22,4,Delayed,Customs,55237.64,Low,Germany → South Africa
100166,213587,8160,19,UK,Brazil,Sea,MSC (Mediterranean Shipping Company),2023-02-15,2023-02-18,2023-03-05,2023-03-16,11,Delayed,Customs,62448.39,Low,UK → Brazil
100167,260899,7848,16,Brazil,UK,Air,Etihad (EY),2023-03-06,2023-03-10,2023-03-16,2023-03-21,5,Delayed,Port Congestion,15917.73,High,Brazil → UK
100168,205492,6292,10,India,Brazil,Sea,COSCO,2024-04-29,2024-05-02,2024-05-08,2024-05-13,5,Delayed,Customs,22172.21,High,India → Brazil
100169,285948,6359,9,USA,China,Sea,PIL (Pacific International Lines),2024-02-14,2024-02-18,2024-03-06,2024-03-09,3,Delayed,Port Congestion,73055.55,Medium,USA → China
100170,290710,7037,12,Netherlands,Germany,Road,FedEx,2023-03-26,2023-03-30,2023-04-06,2023-04-06,0,On-Time,,32864.93,High,Netherlands → Germany
100171,271496,6203,11,China,Netherlands,Air,Qatar Airways (QR),2024-11-07,2024-11-10,2024-11-24,2024-11-24,0,On-Time,,33997.77,Low,China → Netherlands
100172,255851,5682,15,South Africa,USA,Sea,Maersk,2023-12-28,2024-01-02,2024-01-20,2024-01-26,6,Delayed,Port Congestion,48320.73,High,South Africa → USA
100173,209835,7749,13,South Africa,Germany,Road,Cargo Carriers,2024-11-26,2024-11-28,2024-12-03,2024-12-07,4,Delayed,Customs,63801.53,Low,South Africa → Germany
100174,257432,5142,5,China,Brazil,Air,Air France-KLM (AFKLM),2024-01-11,2024-01-14,2024-01-31,2024-02-02,2,Delayed,Carrier Issues,3396.51,High,China → Brazil
100175,289006,6842,12,South Africa,Germany,Sea,Maersk,2024-08-10,2024-08-12,2024-08-28,2024-09-08,11,Delayed,Documentation Issues,24264.52,Medium,South Africa → Germany
100176,232717,8934,4,China,Germany,Road,DHL,2024-05-26,2024-05-31,2024-06-17,2024-06-20,3,Delayed,Carrier Issues,9714.31,Medium,China → Germany
100177,292279,6827,7,Brazil,India,Sea,PIL (Pacific International Lines),2023-07-24,2023-07-25,2023-08-03,2023-08-17,14,Delayed,Weather,34451.16,Low,Brazil → India
100178,258341,5359,11,UK,China,Sea,Maersk,2024-07-17,2024-07-22,2024-08-05,2024-08-10,5,Delayed,Port Congestion,64000.79,Low,UK → China
100179,293003,8798,6,Netherlands,USA,Sea,COSCO,2023-08-18,2023-08-19,2023-08-30,2023-09-19,20,Delayed,Customs,18518.48,Medium,Netherlands → USA
100180,203445,6478,18,Brazil,USA,Sea,PIL (Pacific International Lines),2024-07-18,2024-07-20,2024-07-27,2024-08-06,10,Delayed,Weather,23887.51,Low,Brazil → USA
100181,294223,6960,17,South Africa,UK,Sea,COSCO,2023-03-17,2023-03-19,2023-04-03,2023-04-05,2,Delayed,Weather,34298.11,Low,South Africa → UK
100182,267811,6411,5,Netherlands,India,Road,Cargo Carriers,2024-08-24,2024-08-26,2024-09-04,2024-09-04,0,On-Time,,33013.75,High,Netherlands → India
100183,216274,7122,5,Germany,UK,Air,Etihad (EY),2023-11-27,2023-11-29,2023-12-15,2023-12-17,2,Delayed,Carrier Issues,67224.52,High,Germany → UK
100184,232847,5804,18,Germany,India,Air,Air France-KLM (AFKLM),2023-11-07,2023-11-12,2023-11-19,2023-11-20,1,Delayed,Carrier Issues,48433.07,Low,Germany → India
100185,276106,5631,6,UK,China,Road,Cargo Carriers,2024-09-11,2024-09-14,2024-09-20,2024-09-25,5,Delayed,Weather,7010.49,Low,UK → China
100186,275598,6084,7,Netherlands,China,Road,FedEx,2024-09-24,2024-09-25,2024-10-15,2024-10-19,4,Delayed,Carrier Issues,22435.7,Medium,Netherlands → China
100187,263300,6003,13,Germany,UK,Sea,Maersk,2024-12-06,2024-12-07,2024-12-17,2024-12-23,6,Delayed,Documentation Issues,31756.01,Medium,Germany → UK
100188,226741,6393,20,USA,South Africa,Sea,ONE (Ocean Network Express),2023-12-20,2023-12-24,2024-01-02,2024-01-04,2,Delayed,Port Congestion,39108.53,High,USA → South Africa
100189,241827,5990,15,USA,China,Sea,PIL (Pacific International Lines),2023-09-11,2023-09-13,2023-09-21,2023-09-21,0,On-Time,,4744.79,Medium,USA → China
100190,280658,6712,8,Netherlands,UK,Air,Qatar Airways (QR),2024-08-14,2024-08-17,2024-08-28,2024-08-29,1,Delayed,Customs,37871.65,Low,Netherlands → UK
100191,261186,7042,10,India,South Africa,Air,Emirates (EK),2024-02-07,2024-02-12,2024-03-02,2024-03-05,3,Delayed,Customs,16920.69,Medium,India → South Africa
100192,206377,5207,10,India,South Africa,Road,Cargo Carriers,2024-11-19,2024-11-23,2024-12-07,2024-12-10,3,Delayed,Carrier Issues,1605.13,High,India → South Africa
100193,256482,5548,9,UK,India,Sea,PIL (Pacific International Lines),2024-01-10,2024-01-11,2024-01-28,2024-01-28,0,On-Time,,4785.67,Low,UK → India
100194,225513,6484,18,Germany,Brazil,Air,Kenya Airways (KQ),2024-05-31,2024-06-04,2024-06-17,2024-06-19,2,Delayed,Carrier Issues,51349.5,High,Germany → Brazil
100195,216864,8993,4,South Africa,Brazil,Sea,ONE (Ocean Network Express),2024-07-25,2024-07-28,2024-08-06,2024-08-14,8,Delayed,Customs,45582.26,Medium,South Africa → Brazil
100196,265546,5164,2,China,South Africa,Air,Air France-KLM (AFKLM),2023-12-08,2023-12-12,2023-12-31,2023-12-31,0,On-Time,,12021.61,Low,China → South Africa
100197,218321,6343,20,Germany,Netherlands,Air,Kenya Airways (KQ),2024-09-23,2024-09-26,2024-10-11,2024-10-13,2,Delayed,Carrier Issues,62293.41,Low,Germany → Netherlands
100198,264205,7902,19,Germany,UK,Sea,Maersk,2024-01-13,2024-01-16,2024-01-24,2024-01-31,7,Delayed,Documentation Issues,44193.96,Low,Germany → UK
100199,290183,7577,1,Brazil,South Africa,Sea,ONE (Ocean Network Express),2024-11-02,2024-11-07,2024-11-19,2024-11-20,1,Delayed,Weather,44180.72,High,Brazil → South Africa
100200,268712,7576,20,Netherlands,China,Sea,MSC (Mediterranean Shipping Company),2024-11-28,2024-11-30,2024-12-06,2024-12-14,8,Delayed,Carrier Issues,71167.18,High,Netherlands → China
100201,225006,5077,15,Germany,Netherlands,Sea,MSC (Mediterranean Shipping Company),2024-02-27,2024-02-29,2024-03-18,2024-03-27,9,Delayed,Carrier Issues,58347.95,Medium,Germany → Netherlands
100202,296447,7979,2,UK,South Africa,Air,British Airways (IAG),2023-08-01,2023-08-06,2023-08-21,2023-08-25,4,Delayed,Documentation Issues,39885.31,Medium,UK → South Africa
100203,222699,6882,18,South Africa,China,Road,FedEx,2024-11-23,2024-11-26,2024-12-16,2024-12-22,6,Delayed,Customs,71842.97,Medium,South Africa → China
100204,273149,6222,8,Germany,UK,Sea,MSC (Mediterranean Shipping Company),2024-05-15,2024-05-18,2024-06-07,2024-06-07,0,On-Time,,26811.43,Low,Germany → UK
100205,235842,6178,4,Brazil,USA,Road,Cargo Carriers,2024-01-24,2024-01-28,2024-02-13,2024-02-13,0,On-Time,,71641.06,High,Brazil → USA
100206,238070,5172,10,UK,South Africa,Air,Qatar Airways (QR),2024-03-28,2024-03-31,2024-04-20,2024-04-23,3,Delayed,Customs,15953.03,Low,UK → South Africa
100207,235537,8821,18,UK,Germany,Sea,MSC (Mediterranean Shipping Company),2023-04-22,2023-04-27,2023-05-09,2023-05-18,9,Delayed,Customs,4756.64,Low,UK → Germany
100208,229579,7613,8,China,India,Air,Kenya Airways (KQ),2023-12-05,2023-12-09,2023-12-17,2023-12-20,3,Delayed,Customs,1383.43,Low,China → India
100209,220701,6666,16,India,Germany,Road,DHL,2023-10-22,2023-10-25,2023-11-08,2023-11-22,14,Delayed,Weather,68187.33,High,India → Germany
100210,285498,7351,8,India,Netherlands,Road,Cargo Carriers,2023-02-08,2023-02-10,2023-02-28,2023-03-04,4,Delayed,Customs,70110.27,High,India → Netherlands
100211,252034,8227,16,USA,Brazil,Road,FedEx,2023-02-08,2023-02-09,2023-02-23,2023-03-01,6,Delayed,Carrier Issues,45605.94,Medium,USA → Brazil
100212,237298,6861,18,India,UK,Sea,MSC (Mediterranean Shipping Company),2024-05-31,2024-06-04,2024-06-17,2024-06-28,11,Delayed,Customs,60852.23,Medium,India → UK
100213,221298,7994,15,Brazil,Netherlands,Sea,MSC (Mediterranean Shipping Company),2023-01-15,2023-01-18,2023-02-01,2023-02-11,10,Delayed,Carrier Issues,50905.68,High,Brazil → Netherlands
100214,223002,7502,13,Netherlands,South Africa,Sea,COSCO,2023-12-02,2023-12-03,2023-12-20,2023-12-25,5,Delayed,Weather,14673.81,High,Netherlands → South Africa
100215,262580,6325,8,China,USA,Sea,PIL (Pacific International Lines),2023-08-30,2023-09-03,2023-09-16,2023-09-26,10,Delayed,Port Congestion,23343.99,Low,China → USA
100216,275088,5046,9,Brazil,Netherlands,Sea,MSC (Mediterranean Shipping Company),2023-03-05,2023-03-06,2023-03-25,2023-03-28,3,Delayed,Port Congestion,12819.05,Low,Brazil → Netherlands
100217,265866,8781,10,UK,Germany,Air,Air France-KLM (AFKLM),2023-10-30,2023-11-02,2023-11-14,2023-11-15,1,Delayed,Customs,71844.68,Medium,UK → Germany
100218,220078,6863,20,South Africa,Germany,Sea,COSCO,2024-04-27,2024-05-02,2024-05-13,2024-05-17,4,Delayed,Customs,51345.3,Low,South Africa → Germany
100219,210730,7152,15,India,UK,Road,FedEx,2023-03-21,2023-03-26,2023-04-03,2023-04-06,3,Delayed,Weather,62329.28,Low,India → UK
100220,226497,7345,18,USA,South Africa,Air,Qatar Airways (QR),2024-06-16,2024-06-20,2024-06-28,2024-07-04,6,Delayed,Customs,54051.93,Medium,USA → South Africa
100221,211919,8681,17,India,China,Air,Kenya Airways (KQ),2023-05-16,2023-05-21,2023-06-08,2023-06-08,0,On-Time,,34803.09,High,India → China
100222,273242,6893,10,UK,India,Air,Kenya Airways (KQ),2023-09-18,2023-09-19,2023-09-30,2023-10-03,3,Delayed,Carrier Issues,6404.18,Medium,UK → India
100223,245158,7868,3,India,Netherlands,Air,Emirates (EK),2024-04-28,2024-04-29,2024-05-13,2024-05-13,0,On-Time,,31256.15,High,India → Netherlands
100224,284085,7987,14,South Africa,Germany,Sea,PIL (Pacific International Lines),2024-01-22,2024-01-26,2024-02-02,2024-02-06,4,Delayed,Carrier Issues,10841.25,Medium,South Africa → Germany
100225,215549,5731,18,South Africa,Brazil,Road,DHL,2023-08-17,2023-08-18,2023-08-23,2023-08-29,6,Delayed,Port Congestion,35262.29,Low,South Africa → Brazil
100226,271361,6737,18,South Africa,India,Air,Etihad (EY),2024-04-16,2024-04-19,2024-04-28,2024-04-30,2,Delayed,Port Congestion,14947.55,Low,South Africa → India
100227,214790,5131,14,Brazil,India,Air,Etihad (EY),2023-07-31,2023-08-01,2023-08-09,2023-08-09,0,On-Time,,44951.87,Medium,Brazil → India
100228,278352,7752,2,Germany,USA,Road,DHL,2024-02-16,2024-02-20,2024-03-03,2024-03-03,0,On-Time,,40942.23,High,Germany → USA
100229,218367,7063,10,Germany,China,Road,Cargo Carriers,2023-11-23,2023-11-28,2023-12-13,2023-12-18,5,Delayed,Customs,23330.57,High,Germany → China
100230,286535,7135,8,South Africa,UK,Sea,ONE (Ocean Network Express),2023-03-04,2023-03-09,2023-03-19,2023-03-22,3,Delayed,Documentation Issues,42132.95,High,South Africa → UK
100231,245143,8856,13,Netherlands,USA,Road,FedEx,2024-03-02,2024-03-06,2024-03-15,2024-03-18,3,Delayed,Port Congestion,28858.05,Low,Netherlands → USA
100232,262065,5987,8,Germany,UK,Road,DHL,2024-04-19,2024-04-20,2024-05-08,2024-05-11,3,Delayed,Documentation Issues,42239.22,High,Germany → UK
100233,250910,5994,9,USA,Netherlands,Sea,Maersk,2024-04-05,2024-04-08,2024-04-15,2024-04-18,3,Delayed,Carrier Issues,54619.27,High,USA → Netherlands
100234,206755,6099,13,UK,USA,Road,Cargo Carriers,2023-02-10,2023-02-11,2023-02-22,2023-03-03,9,Delayed,Carrier Issues,54598.59,Low,UK → USA
100235,228444,6963,7,Netherlands,UK,Sea,ONE (Ocean Network Express),2023-01-16,2023-01-18,2023-01-29,2023-02-08,10,Delayed,Weather,56269.06,Medium,Netherlands → UK
100236,231797,7849,20,UK,South Africa,Air,Kenya Airways (KQ),2023-09-03,2023-09-08,2023-09-23,2023-09-23,0,On-Time,,58388.03,Medium,UK → South Africa
100237,261112,7185,12,Germany,UK,Sea,ONE (Ocean Network Express),2024-06-09,2024-06-13,2024-07-02,2024-07-09,7,Delayed,Weather,60408.43,Low,Germany → UK
100238,261537,8119,11,USA,Netherlands,Sea,ONE (Ocean Network Express),2024-02-28,2024-02-29,2024-03-12,2024-03-15,3,Delayed,Customs,2200.27,Low,USA → Netherlands
100239,276550,7372,14,Germany,Brazil,Air,Etihad (EY),2023-12-04,2023-12-06,2023-12-23,2023-12-26,3,Delayed,Carrier Issues,62668.84,Medium,Germany → Brazil
100240,272173,7681,11,Germany,South Africa,Sea,PIL (Pacific International Lines),2024-04-16,2024-04-18,2024-05-04,2024-05-07,3,Delayed,Customs,11356.93,Low,Germany → South Africa
100241,264004,5753,18,Brazil,Netherlands,Air,British Airways (IAG),2023-02-04,2023-02-05,2023-02-11,2023-02-12,1,Delayed,Weather,31517.02,Low,Brazil → Netherlands
100242,230334,5278,5,China,USA,Air,British Airways (IAG),2024-04-11,2024-04-14,2024-04-20,2024-04-23,3,Delayed,Carrier Issues,48191.92,Low,China → USA
100243,263334,7700,16,China,Germany,Air,British Airways (IAG),2024-07-18,2024-07-22,2024-07-27,2024-07-30,3,Delayed,Weather,40176.91,Medium,China → Germany
100244,270220,6174,1,India,Brazil,Road,Cargo Carriers,2024-03-16,2024-03-18,2024-03-26,2024-03-26,0,On-Time,,68935.61,Low,India → Brazil
100245,219516,5987,7,Brazil,India,Road,FedEx,2023-12-29,2024-01-01,2024-01-18,2024-01-19,1,Delayed,Weather,28605.82,Medium,Brazil → India
100246,260161,7314,8,UK,Germany,Air,Qatar Airways (QR),2024-12-01,2024-12-02,2024-12-08,2024-12-09,1,Delayed,Weather,30990.59,Medium,UK → Germany
100247,272443,6949,2,Brazil,UK,Air,Air France-KLM (AFKLM),2023-06-25,2023-06-26,2023-07-16,2023-07-16,0,On-Time,,63554.4,Low,Brazil → UK
100248,243420,7317,4,India,UK,Air,Etihad (EY),2023-08-05,2023-08-10,2023-08-30,2023-09-04,5,Delayed,Port Congestion,4445.59,High,India → UK
100249,289709,8791,9,India,Netherlands,Road,Cargo Carriers,2023-02-03,2023-02-05,2023-02-20,2023-02-24,4,Delayed,Weather,72148.72,Low,India → Netherlands
100250,218899,8081,13,China,Brazil,Sea,MSC (Mediterranean Shipping Company),2024-07-31,2024-08-02,2024-08-19,2024-08-19,0,On-Time,,51100.59,Low,China → Brazil
100251,243480,6572,5,Netherlands,USA,Road,Cargo Carriers,2023-03-22,2023-03-27,2023-04-12,2023-04-17,5,Delayed,Weather,8228.75,High,Netherlands → USA
100252,209963,6395,20,Netherlands,China,Road,Cargo Carriers,2024-02-11,2024-02-14,2024-02-19,2024-02-28,9,Delayed,Port Congestion,58982.56,Medium,Netherlands → China
100253,264304,5934,12,Brazil,China,Sea,PIL (Pacific International Lines),2023-07-10,2023-07-15,2023-08-01,2023-08-13,12,Delayed,Weather,58140.39,Medium,Brazil → China
100254,232302,7920,3,China,UK,Sea,MSC (Mediterranean Shipping Company),2024-01-25,2024-01-27,2024-02-13,2024-02-13,0,On-Time,,24434.19,High,China → UK
100255,211995,5021,10,India,China,Sea,ONE (Ocean Network Express),2023-04-15,2023-04-17,2023-04-24,2023-04-28,4,Delayed,Customs,32892.48,Low,India → China
100256,272710,7098,14,China,Netherlands,Air,Emirates (EK),2023-12-29,2024-01-03,2024-01-10,2024-01-14,4,Delayed,Carrier Issues,45255.24,Medium,China → Netherlands
100257,250493,5050,10,South Africa,UK,Sea,Maersk,2024-07-26,2024-07-28,2024-08-07,2024-08-10,3,Delayed,Documentation Issues,13543.13,Medium,South Africa → UK
100258,239469,6099,16,USA,South Africa,Air,Etihad (EY),2024-03-21,2024-03-24,2024-04-11,2024-04-13,2,Delayed,Port Congestion,36833.12,High,USA → South Africa
100259,247333,6030,8,UK,India,Road,FedEx,2024-08-31,2024-09-05,2024-09-16,2024-09-21,5,Delayed,Documentation Issues,8915.96,Medium,UK → India
100260,200887,8886,13,South Africa,China,Road,FedEx,2023-12-04,2023-12-08,2023-12-23,2023-12-23,0,On-Time,,32865.6,Low,South Africa → China
100261,277908,5557,10,Germany,Netherlands,Road,Cargo Carriers,2023-07-25,2023-07-29,2023-08-13,2023-08-15,2,Delayed,Customs,72378.52,Medium,Germany → Netherlands
100262,238200,8010,16,Brazil,USA,Air,Qatar Airways (QR),2024-01-21,2024-01-24,2024-02-10,2024-02-10,0,On-Time,,28011.15,Low,Brazil → USA
100263,226188,7425,18,USA,Brazil,Road,Cargo Carriers,2023-01-28,2023-02-01,2023-02-12,2023-02-12,0,On-Time,,33445.67,Medium,USA → Brazil
100264,290811,5283,14,UK,USA,Sea,MSC (Mediterranean Shipping Company),2024-10-10,2024-10-13,2024-10-25,2024-10-30,5,Delayed,Port Congestion,49741.06,Low,UK → USA
100265,255460,8232,13,China,Brazil,Sea,COSCO,2024-05-05,2024-05-10,2024-05-27,2024-05-27,0,On-Time,,40543.19,Low,China → Brazil
100266,254827,7226,2,Netherlands,USA,Sea,COSCO,2024-08-31,2024-09-01,2024-09-09,2024-09-24,15,Delayed,Customs,49662.52,Medium,Netherlands → USA
100267,221802,7650,20,China,South Africa,Road,Cargo Carriers,2024-11-24,2024-11-28,2024-12-13,2024-12-13,0,On-Time,,72463.04,Medium,China → South Africa
100268,213886,5043,4,Germany,South Africa,Air,British Airways (IAG),2024-06-15,2024-06-20,2024-07-02,2024-07-03,1,Delayed,Documentation Issues,28684.85,Medium,Germany → South Africa
100269,289070,7410,17,USA,South Africa,Sea,Maersk,2024-05-09,2024-05-10,2024-05-24,2024-05-31,7,Delayed,Documentation Issues,69120.52,High,USA → South Africa
100270,215213,8405,5,South Africa,USA,Sea,ONE (Ocean Network Express),2024-04-11,2024-04-13,2024-05-03,2024-05-17,14,Delayed,Port Congestion,36236.03,Medium,South Africa → USA
100271,294633,7853,15,Germany,Netherlands,Air,Qatar Airways (QR),2023-02-15,2023-02-16,2023-02-21,2023-02-21,0,On-Time,,63839.32,Low,Germany → Netherlands
100272,214334,7773,6,UK,Brazil,Air,British Airways (IAG),2023-06-28,2023-07-03,2023-07-13,2023-07-17,4,Delayed,Port Congestion,42428.82,Medium,UK → Brazil
100273,230389,8267,13,Brazil,UK,Air,Etihad (EY),2024-10-17,2024-10-21,2024-11-07,2024-11-09,2,Delayed,Weather,55566.74,High,Brazil → UK
100274,258926,7425,14,South Africa,India,Air,Air France-KLM (AFKLM),2023-08-08,2023-08-10,2023-08-23,2023-08-23,0,On-Time,,56672.09,High,South Africa → India
100275,275674,5416,18,USA,Brazil,Sea,ONE (Ocean Network Express),2023-07-21,2023-07-25,2023-08-02,2023-08-11,9,Delayed,Port Congestion,50631.91,Medium,USA → Brazil
100276,269168,8956,11,Brazil,South Africa,Sea,COSCO,2024-02-06,2024-02-11,2024-02-19,2024-02-26,7,Delayed,Port Congestion,27046.88,Medium,Brazil → South Africa
100277,280918,5706,10,Brazil,India,Road,DHL,2024-11-19,2024-11-21,2024-12-06,2024-12-07,1,Delayed,Weather,18654.38,High,Brazil → India
100278,223992,6529,5,India,Brazil,Sea,PIL (Pacific International Lines),2024-09-02,2024-09-04,2024-09-21,2024-09-28,7,Delayed,Documentation Issues,14745.77,Low,India → Brazil
100279,270435,7840,6,Brazil,China,Air,Kenya Airways (KQ),2023-10-23,2023-10-25,2023-11-04,2023-11-05,1,Delayed,Port Congestion,63306.91,Low,Brazil → China
100280,207026,8545,12,China,USA,Sea,MSC (Mediterranean Shipping Company),2023-07-19,2023-07-23,2023-08-12,2023-08-19,7,Delayed,Documentation Issues,51667.55,Medium,China → USA
100281,293079,8440,15,India,South Africa,Air,Emirates (EK),2024-08-01,2024-08-02,2024-08-14,2024-08-17,3,Delayed,Port Congestion,3419.44,High,India → South Africa
100282,270465,6182,6,Netherlands,China,Sea,COSCO,2024-05-22,2024-05-27,2024-06-04,2024-06-18,14,Delayed,Carrier Issues,9451.29,Low,Netherlands → China
100283,248085,7220,2,UK,Netherlands,Road,FedEx,2024-07-13,2024-07-15,2024-08-02,2024-08-02,0,On-Time,,8578.82,Low,UK → Netherlands
100284,298480,6013,10,Netherlands,UK,Air,Kenya Airways (KQ),2023-09-27,2023-09-30,2023-10-07,2023-10-13,6,Delayed,Documentation Issues,65031.49,High,Netherlands → UK
100285,231056,5859,19,UK,Germany,Sea,COSCO,2024-10-09,2024-10-13,2024-10-23,2024-10-23,0,On-Time,,46595.19,High,UK → Germany
100286,227124,8299,2,Brazil,USA,Sea,COSCO,2023-10-15,2023-10-20,2023-10-30,2023-11-05,6,Delayed,Port Congestion,73446.01,Medium,Brazil → USA
100287,237923,7345,9,Netherlands,Brazil,Road,Cargo Carriers,2023-04-08,2023-04-10,2023-04-28,2023-05-02,4,Delayed,Weather,74443.98,Low,Netherlands → Brazil
100288,216631,7873,5,Germany,USA,Air,Air France-KLM (AFKLM),2023-11-26,2023-11-28,2023-12-15,2023-12-17,2,Delayed,Documentation Issues,11520.7,Low,Germany → USA
